StockCode,date,units,horizon_step,prediction,model,fold,origin
22616,2011-10-16,65.0,1,442.6923076923077,Moving average (13w),7,2011-10-09
22616,2011-10-23,666.0,2,442.6923076923077,Moving average (13w),7,2011-10-09
22616,2011-10-30,293.0,3,442.6923076923077,Moving average (13w),7,2011-10-09
22616,2011-11-06,702.0,4,442.6923076923077,Moving average (13w),7,2011-10-09
22952,2011-10-16,314.0,1,478.2307692307692,Moving average (13w),7,2011-10-09
22952,2011-10-23,1551.0,2,478.2307692307692,Moving average (13w),7,2011-10-09
22952,2011-10-30,1250.0,3,478.2307692307692,Moving average (13w),7,2011-10-09
22952,2011-11-06,568.0,4,478.2307692307692,Moving average (13w),7,2011-10-09
23084,2011-10-16,3.0,1,198.30769230769232,Moving average (13w),7,2011-10-09
23084,2011-10-23,14.0,2,198.30769230769232,Moving average (13w),7,2011-10-09
23084,2011-10-30,5593.0,3,198.30769230769232,Moving average (13w),7,2011-10-09
23084,2011-11-06,2672.0,4,198.30769230769232,Moving average (13w),7,2011-10-09
23166,2011-10-16,82.0,1,112.61538461538461,Moving average (13w),7,2011-10-09
23166,2011-10-23,57.0,2,112.61538461538461,Moving average (13w),7,2011-10-09
23166,2011-10-30,63.0,3,112.61538461538461,Moving average (13w),7,2011-10-09
23166,2011-11-06,33.0,4,112.61538461538461,Moving average (13w),7,2011-10-09
23843,2011-10-16,0.0,1,0.0,Moving average (13w),7,2011-10-09
23843,2011-10-23,0.0,2,0.0,Moving average (13w),7,2011-10-09
23843,2011-10-30,0.0,3,0.0,Moving average (13w),7,2011-10-09
23843,2011-11-06,0.0,4,0.0,Moving average (13w),7,2011-10-09
47566,2011-10-16,106.0,1,371.84615384615387,Moving average (13w),7,2011-10-09
47566,2011-10-23,211.0,2,371.84615384615387,Moving average (13w),7,2011-10-09
47566,2011-10-30,78.0,3,371.84615384615387,Moving average (13w),7,2011-10-09
47566,2011-11-06,102.0,4,371.84615384615387,Moving average (13w),7,2011-10-09
71459,2011-10-16,129.0,1,252.6153846153846,Moving average (13w),7,2011-10-09
71459,2011-10-23,52.0,2,252.6153846153846,Moving average (13w),7,2011-10-09
71459,2011-10-30,96.0,3,252.6153846153846,Moving average (13w),7,2011-10-09
71459,2011-11-06,100.0,4,252.6153846153846,Moving average (13w),7,2011-10-09
84077,2011-10-16,730.0,1,731.8461538461538,Moving average (13w),7,2011-10-09
84077,2011-10-23,975.0,2,731.8461538461538,Moving average (13w),7,2011-10-09
84077,2011-10-30,5328.0,3,731.8461538461538,Moving average (13w),7,2011-10-09
84077,2011-11-06,974.0,4,731.8461538461538,Moving average (13w),7,2011-10-09
84347,2011-10-16,487.0,1,83.84615384615384,Moving average (13w),7,2011-10-09
84347,2011-10-23,526.0,2,83.84615384615384,Moving average (13w),7,2011-10-09
84347,2011-10-30,695.0,3,83.84615384615384,Moving average (13w),7,2011-10-09
84347,2011-11-06,319.0,4,83.84615384615384,Moving average (13w),7,2011-10-09
84568,2011-10-16,18.0,1,540.6153846153846,Moving average (13w),7,2011-10-09
84568,2011-10-23,24.0,2,540.6153846153846,Moving average (13w),7,2011-10-09
84568,2011-10-30,0.0,3,540.6153846153846,Moving average (13w),7,2011-10-09
84568,2011-11-06,30.0,4,540.6153846153846,Moving average (13w),7,2011-10-09
84755,2011-10-16,64.0,1,335.84615384615387,Moving average (13w),7,2011-10-09
84755,2011-10-23,196.0,2,335.84615384615387,Moving average (13w),7,2011-10-09
84755,2011-10-30,112.0,3,335.84615384615387,Moving average (13w),7,2011-10-09
84755,2011-11-06,108.0,4,335.84615384615387,Moving average (13w),7,2011-10-09
84879,2011-10-16,420.0,1,892.2307692307693,Moving average (13w),7,2011-10-09
84879,2011-10-23,829.0,2,892.2307692307693,Moving average (13w),7,2011-10-09
84879,2011-10-30,778.0,3,892.2307692307693,Moving average (13w),7,2011-10-09
84879,2011-11-06,968.0,4,892.2307692307693,Moving average (13w),7,2011-10-09
84946,2011-10-16,499.0,1,316.0769230769231,Moving average (13w),7,2011-10-09
84946,2011-10-23,424.0,2,316.0769230769231,Moving average (13w),7,2011-10-09
84946,2011-10-30,228.0,3,316.0769230769231,Moving average (13w),7,2011-10-09
84946,2011-11-06,865.0,4,316.0769230769231,Moving average (13w),7,2011-10-09
84970S,2011-10-16,278.0,1,112.92307692307692,Moving average (13w),7,2011-10-09
84970S,2011-10-23,66.0,2,112.92307692307692,Moving average (13w),7,2011-10-09
84970S,2011-10-30,76.0,3,112.92307692307692,Moving average (13w),7,2011-10-09
84970S,2011-11-06,93.0,4,112.92307692307692,Moving average (13w),7,2011-10-09
84991,2011-10-16,193.0,1,356.6923076923077,Moving average (13w),7,2011-10-09
84991,2011-10-23,729.0,2,356.6923076923077,Moving average (13w),7,2011-10-09
84991,2011-10-30,440.0,3,356.6923076923077,Moving average (13w),7,2011-10-09
84991,2011-11-06,263.0,4,356.6923076923077,Moving average (13w),7,2011-10-09
84992,2011-10-16,105.0,1,209.30769230769232,Moving average (13w),7,2011-10-09
84992,2011-10-23,228.0,2,209.30769230769232,Moving average (13w),7,2011-10-09
84992,2011-10-30,275.0,3,209.30769230769232,Moving average (13w),7,2011-10-09
84992,2011-11-06,90.0,4,209.30769230769232,Moving average (13w),7,2011-10-09
85099B,2011-10-16,947.0,1,1101.6923076923076,Moving average (13w),7,2011-10-09
85099B,2011-10-23,1045.0,2,1101.6923076923076,Moving average (13w),7,2011-10-09
85099B,2011-10-30,600.0,3,1101.6923076923076,Moving average (13w),7,2011-10-09
85099B,2011-11-06,1063.0,4,1101.6923076923076,Moving average (13w),7,2011-10-09
85099C,2011-10-16,210.0,1,261.84615384615387,Moving average (13w),7,2011-10-09
85099C,2011-10-23,200.0,2,261.84615384615387,Moving average (13w),7,2011-10-09
85099C,2011-10-30,391.0,3,261.84615384615387,Moving average (13w),7,2011-10-09
85099C,2011-11-06,100.0,4,261.84615384615387,Moving average (13w),7,2011-10-09
85099F,2011-10-16,171.0,1,415.0769230769231,Moving average (13w),7,2011-10-09
85099F,2011-10-23,433.0,2,415.0769230769231,Moving average (13w),7,2011-10-09
85099F,2011-10-30,30.0,3,415.0769230769231,Moving average (13w),7,2011-10-09
85099F,2011-11-06,203.0,4,415.0769230769231,Moving average (13w),7,2011-10-09
85123A,2011-10-16,683.0,1,576.0,Moving average (13w),7,2011-10-09
85123A,2011-10-23,234.0,2,576.0,Moving average (13w),7,2011-10-09
85123A,2011-10-30,447.0,3,576.0,Moving average (13w),7,2011-10-09
85123A,2011-11-06,1707.0,4,576.0,Moving average (13w),7,2011-10-09
15036,2011-10-16,224.0,1,191.15655241219486,LightGBM,7,2011-10-09
15036,2011-10-23,194.0,2,168.6332428060311,LightGBM,7,2011-10-09
15036,2011-10-30,101.0,3,161.25239046403823,LightGBM,7,2011-10-09
15036,2011-11-06,83.0,4,152.4393097280027,LightGBM,7,2011-10-09
16014,2011-10-16,20.0,1,47.46904758195542,LightGBM,7,2011-10-09
16014,2011-10-23,20.0,2,138.34495130546551,LightGBM,7,2011-10-09
16014,2011-10-30,0.0,3,184.73554675569372,LightGBM,7,2011-10-09
16014,2011-11-06,3021.0,4,5.596186056210931,LightGBM,7,2011-10-09
17003,2011-10-16,72.0,1,407.16660596973446,LightGBM,7,2011-10-09
17003,2011-10-23,204.0,2,321.48206033868894,LightGBM,7,2011-10-09
17003,2011-10-30,1684.0,3,199.57726578699308,LightGBM,7,2011-10-09
17003,2011-11-06,100.0,4,473.1585172431901,LightGBM,7,2011-10-09
20724,2011-10-16,313.0,1,371.78302337201,LightGBM,7,2011-10-09
20724,2011-10-23,447.0,2,342.9929405486961,LightGBM,7,2011-10-09
20724,2011-10-30,416.0,3,262.0704484327722,LightGBM,7,2011-10-09
20724,2011-11-06,260.0,4,336.42839925055364,LightGBM,7,2011-10-09
20725,2011-10-16,443.0,1,389.9983313621731,LightGBM,7,2011-10-09
20725,2011-10-23,276.0,2,339.5283266585938,LightGBM,7,2011-10-09
20725,2011-10-30,314.0,3,328.0092923814046,LightGBM,7,2011-10-09
20725,2011-11-06,323.0,4,367.5549476983428,LightGBM,7,2011-10-09
20727,2011-10-16,347.0,1,278.3899468589358,LightGBM,7,2011-10-09
20727,2011-10-23,150.0,2,257.51143977987897,LightGBM,7,2011-10-09
20727,2011-10-30,134.0,3,212.2164122506101,LightGBM,7,2011-10-09
20727,2011-11-06,108.0,4,271.7832340177262,LightGBM,7,2011-10-09
21080,2011-10-16,79.0,1,214.09012089745815,LightGBM,7,2011-10-09
21080,2011-10-23,288.0,2,208.2619206407776,LightGBM,7,2011-10-09
21080,2011-10-30,232.0,3,174.38933580439988,LightGBM,7,2011-10-09
21080,2011-11-06,134.0,4,238.47948763916773,LightGBM,7,2011-10-09
21212,2011-10-16,499.0,1,926.1188525871943,LightGBM,7,2011-10-09
21212,2011-10-23,507.0,2,889.1459728258213,LightGBM,7,2011-10-09
21212,2011-10-30,521.0,3,799.5427839236559,LightGBM,7,2011-10-09
21212,2011-11-06,1042.0,4,946.8297937794584,LightGBM,7,2011-10-09
21213,2011-10-16,176.0,1,467.3705119095934,LightGBM,7,2011-10-09
21213,2011-10-23,384.0,2,404.01378416177295,LightGBM,7,2011-10-09
21213,2011-10-30,505.0,3,349.478345913022,LightGBM,7,2011-10-09
21213,2011-11-06,227.0,4,397.4703498918398,LightGBM,7,2011-10-09
21232,2011-10-16,490.0,1,199.92390600357854,LightGBM,7,2011-10-09
21232,2011-10-23,259.0,2,190.4457106004766,LightGBM,7,2011-10-09
21232,2011-10-30,137.0,3,157.0361656182811,LightGBM,7,2011-10-09
21232,2011-11-06,237.0,4,227.84671686306635,LightGBM,7,2011-10-09
21498,2011-10-16,250.0,1,206.9329210147077,LightGBM,7,2011-10-09
21498,2011-10-23,100.0,2,184.8331114067547,LightGBM,7,2011-10-09
21498,2011-10-30,325.0,3,112.91334825196411,LightGBM,7,2011-10-09
21498,2011-11-06,350.0,4,178.2217343820531,LightGBM,7,2011-10-09
21731,2011-10-16,196.0,1,278.1109287783155,LightGBM,7,2011-10-09
21731,2011-10-23,429.0,2,219.32152484330615,LightGBM,7,2011-10-09
21731,2011-10-30,146.0,3,171.22962193512356,LightGBM,7,2011-10-09
21731,2011-11-06,222.0,4,311.6294502427349,LightGBM,7,2011-10-09
21790,2011-10-16,301.0,1,443.67500937534254,LightGBM,7,2011-10-09
21790,2011-10-23,300.0,2,427.58766794819377,LightGBM,7,2011-10-09
21790,2011-10-30,381.0,3,360.686429399478,LightGBM,7,2011-10-09
21790,2011-11-06,544.0,4,466.02826515605307,LightGBM,7,2011-10-09
21915,2011-10-16,252.0,1,327.63853791112433,LightGBM,7,2011-10-09
21915,2011-10-23,830.0,2,170.51715548997254,LightGBM,7,2011-10-09
21915,2011-10-30,351.0,3,102.35684489741877,LightGBM,7,2011-10-09
21915,2011-11-06,2652.0,4,458.6937085653044,LightGBM,7,2011-10-09
21931,2011-10-16,263.0,1,243.64793265608978,LightGBM,7,2011-10-09
21931,2011-10-23,140.0,2,235.94197755654935,LightGBM,7,2011-10-09
21931,2011-10-30,372.0,3,186.18477614532685,LightGBM,7,2011-10-09
21931,2011-11-06,245.0,4,258.13452128078603,LightGBM,7,2011-10-09
21975,2011-10-16,115.0,1,330.22109216143656,LightGBM,7,2011-10-09
21975,2011-10-23,127.0,2,257.4470846697285,LightGBM,7,2011-10-09
21975,2011-10-30,63.0,3,182.82192361391714,LightGBM,7,2011-10-09
21975,2011-11-06,151.0,4,218.8116623913351,LightGBM,7,2011-10-09
21977,2011-10-16,270.0,1,597.7645509678586,LightGBM,7,2011-10-09
21977,2011-10-23,118.0,2,530.8339865090419,LightGBM,7,2011-10-09
21977,2011-10-30,98.0,3,539.0848920043665,LightGBM,7,2011-10-09
21977,2011-11-06,158.0,4,487.06876587608593,LightGBM,7,2011-10-09
21980,2011-10-16,60.0,1,103.52326586414328,LightGBM,7,2011-10-09
21980,2011-10-23,108.0,2,97.87778758878292,LightGBM,7,2011-10-09
21980,2011-10-30,134.0,3,77.91105713855319,LightGBM,7,2011-10-09
21980,2011-11-06,112.0,4,69.7237018960272,LightGBM,7,2011-10-09
21981,2011-10-16,16.0,1,62.419501108340036,LightGBM,7,2011-10-09
21981,2011-10-23,44.0,2,51.93437984011652,LightGBM,7,2011-10-09
21981,2011-10-30,77.0,3,27.934958417116746,LightGBM,7,2011-10-09
21981,2011-11-06,97.0,4,84.65110936235655,LightGBM,7,2011-10-09
21982,2011-10-16,112.0,1,104.87484102330917,LightGBM,7,2011-10-09
21982,2011-10-23,41.0,2,89.26737475076057,LightGBM,7,2011-10-09
21982,2011-10-30,131.0,3,70.11340204393082,LightGBM,7,2011-10-09
21982,2011-11-06,613.0,4,103.28832143526303,LightGBM,7,2011-10-09
22086,2011-10-16,819.0,1,714.2459795631751,LightGBM,7,2011-10-09
22086,2011-10-23,756.0,2,556.6499004514062,LightGBM,7,2011-10-09
22086,2011-10-30,764.0,3,505.64068167566796,LightGBM,7,2011-10-09
22086,2011-11-06,1745.0,4,753.2860882484023,LightGBM,7,2011-10-09
22151,2011-10-16,77.0,1,263.3616540149717,LightGBM,7,2011-10-09
22151,2011-10-23,194.0,2,209.75156417813147,LightGBM,7,2011-10-09
22151,2011-10-30,173.0,3,187.2965794130532,LightGBM,7,2011-10-09
22151,2011-11-06,155.0,4,243.04201149123256,LightGBM,7,2011-10-09
22178,2011-10-16,303.0,1,468.9946517899858,LightGBM,7,2011-10-09
22178,2011-10-23,211.0,2,411.6300729060195,LightGBM,7,2011-10-09
22178,2011-10-30,1246.0,3,391.1898447132176,LightGBM,7,2011-10-09
22178,2011-11-06,359.0,4,502.64705400265257,LightGBM,7,2011-10-09
22197,2011-10-16,884.0,1,965.9141755871805,LightGBM,7,2011-10-09
22197,2011-10-23,1164.0,2,924.734546651011,LightGBM,7,2011-10-09
22197,2011-10-30,2775.0,3,932.849480554569,LightGBM,7,2011-10-09
22197,2011-11-06,1156.0,4,1223.6350963008783,LightGBM,7,2011-10-09
22355,2011-10-16,281.0,1,303.1891484624994,LightGBM,7,2011-10-09
22355,2011-10-23,316.0,2,282.4633021935524,LightGBM,7,2011-10-09
22355,2011-10-30,535.0,3,276.15080944892577,LightGBM,7,2011-10-09
22355,2011-11-06,274.0,4,364.24229574645597,LightGBM,7,2011-10-09
22386,2011-10-16,437.0,1,586.5734292090536,LightGBM,7,2011-10-09
22386,2011-10-23,334.0,2,469.0256969052667,LightGBM,7,2011-10-09
22386,2011-10-30,743.0,3,380.98464457439246,LightGBM,7,2011-10-09
22386,2011-11-06,313.0,4,575.438275529183,LightGBM,7,2011-10-09
22411,2011-10-16,250.0,1,358.12475060954586,LightGBM,7,2011-10-09
22411,2011-10-23,91.0,2,292.30828418162156,LightGBM,7,2011-10-09
22411,2011-10-30,156.0,3,204.96714638385373,LightGBM,7,2011-10-09
22411,2011-11-06,91.0,4,335.5451908470117,LightGBM,7,2011-10-09
22423,2011-10-16,214.0,1,206.0321260248748,LightGBM,7,2011-10-09
22423,2011-10-23,268.0,2,200.82623118795777,LightGBM,7,2011-10-09
22423,2011-10-30,135.0,3,189.19972146259752,LightGBM,7,2011-10-09
22423,2011-11-06,279.0,4,263.24255677814637,LightGBM,7,2011-10-09
22469,2011-10-16,100.0,1,192.69589585718708,LightGBM,7,2011-10-09
22469,2011-10-23,336.0,2,127.59858222892854,LightGBM,7,2011-10-09
22469,2011-10-30,383.0,3,89.85087501896967,LightGBM,7,2011-10-09
22469,2011-11-06,1042.0,4,161.2864430663201,LightGBM,7,2011-10-09
22492,2011-10-16,257.0,1,532.6795229772436,LightGBM,7,2011-10-09
22492,2011-10-23,1334.0,2,371.95813654966344,LightGBM,7,2011-10-09
22492,2011-10-30,792.0,3,319.8726530877744,LightGBM,7,2011-10-09
22492,2011-11-06,226.0,4,482.4068705284983,LightGBM,7,2011-10-09
22616,2011-10-16,65.0,1,322.90703930786975,LightGBM,7,2011-10-09
22616,2011-10-23,666.0,2,292.4470834893144,LightGBM,7,2011-10-09
22616,2011-10-30,293.0,3,232.12681347520888,LightGBM,7,2011-10-09
22616,2011-11-06,702.0,4,486.37773034320094,LightGBM,7,2011-10-09
22952,2011-10-16,314.0,1,907.2577929661547,LightGBM,7,2011-10-09
22952,2011-10-23,1551.0,2,759.671273362676,LightGBM,7,2011-10-09
22952,2011-10-30,1250.0,3,656.370441530509,LightGBM,7,2011-10-09
22952,2011-11-06,568.0,4,929.2906674905839,LightGBM,7,2011-10-09
23084,2011-10-16,3.0,1,76.9597026012531,LightGBM,7,2011-10-09
23084,2011-10-23,14.0,2,137.76386049663188,LightGBM,7,2011-10-09
23084,2011-10-30,5593.0,3,121.2757404112729,LightGBM,7,2011-10-09
23084,2011-11-06,2672.0,4,104.77200024084186,LightGBM,7,2011-10-09
23166,2011-10-16,82.0,1,79.18474457938524,LightGBM,7,2011-10-09
23166,2011-10-23,57.0,2,98.10288728733441,LightGBM,7,2011-10-09
23166,2011-10-30,63.0,3,70.53445907303023,LightGBM,7,2011-10-09
23166,2011-11-06,33.0,4,79.38393916261607,LightGBM,7,2011-10-09
23843,2011-10-16,0.0,1,0.0149976095817279,LightGBM,7,2011-10-09
23843,2011-10-23,0.0,2,0.00966357352184675,LightGBM,7,2011-10-09
23843,2011-10-30,0.0,3,0.0,LightGBM,7,2011-10-09
23843,2011-11-06,0.0,4,0.0,LightGBM,7,2011-10-09
47566,2011-10-16,106.0,1,231.2794805513132,LightGBM,7,2011-10-09
47566,2011-10-23,211.0,2,209.15842812822137,LightGBM,7,2011-10-09
47566,2011-10-30,78.0,3,187.76160541298927,LightGBM,7,2011-10-09
47566,2011-11-06,102.0,4,188.06997678357814,LightGBM,7,2011-10-09
71459,2011-10-16,129.0,1,216.9694320477756,LightGBM,7,2011-10-09
71459,2011-10-23,52.0,2,200.67226863799482,LightGBM,7,2011-10-09
71459,2011-10-30,96.0,3,151.26804570163398,LightGBM,7,2011-10-09
71459,2011-11-06,100.0,4,215.51525778096192,LightGBM,7,2011-10-09
84077,2011-10-16,730.0,1,1051.9575886053622,LightGBM,7,2011-10-09
84077,2011-10-23,975.0,2,802.9052523002609,LightGBM,7,2011-10-09
84077,2011-10-30,5328.0,3,692.2715307019773,LightGBM,7,2011-10-09
84077,2011-11-06,974.0,4,1136.627388518803,LightGBM,7,2011-10-09
84347,2011-10-16,487.0,1,435.0185956971044,LightGBM,7,2011-10-09
84347,2011-10-23,526.0,2,343.76776093698663,LightGBM,7,2011-10-09
84347,2011-10-30,695.0,3,252.52350068681227,LightGBM,7,2011-10-09
84347,2011-11-06,319.0,4,676.4679741758056,LightGBM,7,2011-10-09
84568,2011-10-16,18.0,1,111.63197088641361,LightGBM,7,2011-10-09
84568,2011-10-23,24.0,2,130.54188021266356,LightGBM,7,2011-10-09
84568,2011-10-30,0.0,3,107.46209003169349,LightGBM,7,2011-10-09
84568,2011-11-06,30.0,4,145.15035192627667,LightGBM,7,2011-10-09
84755,2011-10-16,64.0,1,198.585085152625,LightGBM,7,2011-10-09
84755,2011-10-23,196.0,2,170.96192624815035,LightGBM,7,2011-10-09
84755,2011-10-30,112.0,3,153.0340314941049,LightGBM,7,2011-10-09
84755,2011-11-06,108.0,4,184.42281101470746,LightGBM,7,2011-10-09
84879,2011-10-16,420.0,1,1049.2015171579333,LightGBM,7,2011-10-09
84879,2011-10-23,829.0,2,936.8652801732788,LightGBM,7,2011-10-09
84879,2011-10-30,778.0,3,785.460589178738,LightGBM,7,2011-10-09
84879,2011-11-06,968.0,4,1032.3853416131747,LightGBM,7,2011-10-09
84946,2011-10-16,499.0,1,419.70383807803796,LightGBM,7,2011-10-09
84946,2011-10-23,424.0,2,391.87381134874465,LightGBM,7,2011-10-09
84946,2011-10-30,228.0,3,366.3547345078903,LightGBM,7,2011-10-09
84946,2011-11-06,865.0,4,501.87229450210384,LightGBM,7,2011-10-09
84970S,2011-10-16,278.0,1,121.2193762414945,LightGBM,7,2011-10-09
84970S,2011-10-23,66.0,2,133.66848719220854,LightGBM,7,2011-10-09
84970S,2011-10-30,76.0,3,104.5685704552211,LightGBM,7,2011-10-09
84970S,2011-11-06,93.0,4,163.59434619553733,LightGBM,7,2011-10-09
84991,2011-10-16,193.0,1,401.1780587585273,LightGBM,7,2011-10-09
84991,2011-10-23,729.0,2,303.9636153070377,LightGBM,7,2011-10-09
84991,2011-10-30,440.0,3,267.3755502187365,LightGBM,7,2011-10-09
84991,2011-11-06,263.0,4,329.48958973162564,LightGBM,7,2011-10-09
84992,2011-10-16,105.0,1,315.4170673869135,LightGBM,7,2011-10-09
84992,2011-10-23,228.0,2,263.6099078589167,LightGBM,7,2011-10-09
84992,2011-10-30,275.0,3,196.82791253749807,LightGBM,7,2011-10-09
84992,2011-11-06,90.0,4,292.64958640236904,LightGBM,7,2011-10-09
85099B,2011-10-16,947.0,1,1438.289564623113,LightGBM,7,2011-10-09
85099B,2011-10-23,1045.0,2,1129.2118811119565,LightGBM,7,2011-10-09
85099B,2011-10-30,600.0,3,564.082808619998,LightGBM,7,2011-10-09
85099B,2011-11-06,1063.0,4,1180.2905545911133,LightGBM,7,2011-10-09
85099C,2011-10-16,210.0,1,288.3439208693988,LightGBM,7,2011-10-09
85099C,2011-10-23,200.0,2,257.3578635032135,LightGBM,7,2011-10-09
85099C,2011-10-30,391.0,3,205.16622959160122,LightGBM,7,2011-10-09
85099C,2011-11-06,100.0,4,306.20486875373746,LightGBM,7,2011-10-09
85099F,2011-10-16,171.0,1,327.0383371309043,LightGBM,7,2011-10-09
85099F,2011-10-23,433.0,2,186.1729400171714,LightGBM,7,2011-10-09
85099F,2011-10-30,30.0,3,166.270222440926,LightGBM,7,2011-10-09
85099F,2011-11-06,203.0,4,276.30821596607007,LightGBM,7,2011-10-09
85123A,2011-10-16,683.0,1,637.351148977891,LightGBM,7,2011-10-09
85123A,2011-10-23,234.0,2,640.062165225593,LightGBM,7,2011-10-09
85123A,2011-10-30,447.0,3,635.9088836520531,LightGBM,7,2011-10-09
85123A,2011-11-06,1707.0,4,606.6179060027,LightGBM,7,2011-10-09
15036,2011-11-13,107.0,1,83.0,Naive (last week),8,2011-11-06
15036,2011-11-20,104.0,2,83.0,Naive (last week),8,2011-11-06
15036,2011-11-27,237.0,3,83.0,Naive (last week),8,2011-11-06
15036,2011-12-04,143.0,4,83.0,Naive (last week),8,2011-11-06
16014,2011-11-13,10.0,1,3021.0,Naive (last week),8,2011-11-06
16014,2011-11-20,0.0,2,3021.0,Naive (last week),8,2011-11-06
16014,2011-11-27,514.0,3,3021.0,Naive (last week),8,2011-11-06
16014,2011-12-04,71.0,4,3021.0,Naive (last week),8,2011-11-06
17003,2011-11-13,109.0,1,100.0,Naive (last week),8,2011-11-06
17003,2011-11-20,315.0,2,100.0,Naive (last week),8,2011-11-06
17003,2011-11-27,474.0,3,100.0,Naive (last week),8,2011-11-06
17003,2011-12-04,130.0,4,100.0,Naive (last week),8,2011-11-06
20724,2011-11-13,552.0,1,260.0,Naive (last week),8,2011-11-06
20724,2011-11-20,455.0,2,260.0,Naive (last week),8,2011-11-06
20724,2011-11-27,735.0,3,260.0,Naive (last week),8,2011-11-06
20724,2011-12-04,550.0,4,260.0,Naive (last week),8,2011-11-06
20725,2011-11-13,556.0,1,323.0,Naive (last week),8,2011-11-06
20725,2011-11-20,650.0,2,323.0,Naive (last week),8,2011-11-06
20725,2011-11-27,276.0,3,323.0,Naive (last week),8,2011-11-06
20725,2011-12-04,331.0,4,323.0,Naive (last week),8,2011-11-06
20727,2011-11-13,266.0,1,108.0,Naive (last week),8,2011-11-06
20727,2011-11-20,389.0,2,108.0,Naive (last week),8,2011-11-06
20727,2011-11-27,351.0,3,108.0,Naive (last week),8,2011-11-06
20727,2011-12-04,285.0,4,108.0,Naive (last week),8,2011-11-06
21080,2011-11-13,256.0,1,134.0,Naive (last week),8,2011-11-06
21080,2011-11-20,204.0,2,134.0,Naive (last week),8,2011-11-06
21080,2011-11-27,294.0,3,134.0,Naive (last week),8,2011-11-06
21080,2011-12-04,118.0,4,134.0,Naive (last week),8,2011-11-06
21212,2011-11-13,362.0,1,1042.0,Naive (last week),8,2011-11-06
21212,2011-11-20,590.0,2,1042.0,Naive (last week),8,2011-11-06
21212,2011-11-27,342.0,3,1042.0,Naive (last week),8,2011-11-06
21212,2011-12-04,546.0,4,1042.0,Naive (last week),8,2011-11-06
21213,2011-11-13,117.0,1,227.0,Naive (last week),8,2011-11-06
21213,2011-11-20,163.0,2,227.0,Naive (last week),8,2011-11-06
21213,2011-11-27,64.0,3,227.0,Naive (last week),8,2011-11-06
21213,2011-12-04,210.0,4,227.0,Naive (last week),8,2011-11-06
21232,2011-11-13,151.0,1,237.0,Naive (last week),8,2011-11-06
21232,2011-11-20,769.0,2,237.0,Naive (last week),8,2011-11-06
21232,2011-11-27,225.0,3,237.0,Naive (last week),8,2011-11-06
21232,2011-12-04,463.0,4,237.0,Naive (last week),8,2011-11-06
21498,2011-11-13,200.0,1,350.0,Naive (last week),8,2011-11-06
21498,2011-11-20,275.0,2,350.0,Naive (last week),8,2011-11-06
21498,2011-11-27,275.0,3,350.0,Naive (last week),8,2011-11-06
21498,2011-12-04,275.0,4,350.0,Naive (last week),8,2011-11-06
21731,2011-11-13,425.0,1,222.0,Naive (last week),8,2011-11-06
21731,2011-11-20,836.0,2,222.0,Naive (last week),8,2011-11-06
21731,2011-11-27,285.0,3,222.0,Naive (last week),8,2011-11-06
21731,2011-12-04,359.0,4,222.0,Naive (last week),8,2011-11-06
21790,2011-11-13,792.0,1,544.0,Naive (last week),8,2011-11-06
21790,2011-11-20,758.0,2,544.0,Naive (last week),8,2011-11-06
21790,2011-11-27,432.0,3,544.0,Naive (last week),8,2011-11-06
21790,2011-12-04,667.0,4,544.0,Naive (last week),8,2011-11-06
21915,2011-11-13,661.0,1,2652.0,Naive (last week),8,2011-11-06
21915,2011-11-20,351.0,2,2652.0,Naive (last week),8,2011-11-06
21915,2011-11-27,22.0,3,2652.0,Naive (last week),8,2011-11-06
21915,2011-12-04,1120.0,4,2652.0,Naive (last week),8,2011-11-06
21931,2011-11-13,507.0,1,245.0,Naive (last week),8,2011-11-06
21931,2011-11-20,189.0,2,245.0,Naive (last week),8,2011-11-06
21931,2011-11-27,212.0,3,245.0,Naive (last week),8,2011-11-06
21931,2011-12-04,258.0,4,245.0,Naive (last week),8,2011-11-06
21975,2011-11-13,137.0,1,151.0,Naive (last week),8,2011-11-06
21975,2011-11-20,176.0,2,151.0,Naive (last week),8,2011-11-06
21975,2011-11-27,238.0,3,151.0,Naive (last week),8,2011-11-06
21975,2011-12-04,100.0,4,151.0,Naive (last week),8,2011-11-06
21977,2011-11-13,303.0,1,158.0,Naive (last week),8,2011-11-06
21977,2011-11-20,415.0,2,158.0,Naive (last week),8,2011-11-06
21977,2011-11-27,392.0,3,158.0,Naive (last week),8,2011-11-06
21977,2011-12-04,239.0,4,158.0,Naive (last week),8,2011-11-06
21980,2011-11-13,70.0,1,112.0,Naive (last week),8,2011-11-06
21980,2011-11-20,74.0,2,112.0,Naive (last week),8,2011-11-06
21980,2011-11-27,91.0,3,112.0,Naive (last week),8,2011-11-06
21980,2011-12-04,30.0,4,112.0,Naive (last week),8,2011-11-06
21981,2011-11-13,45.0,1,97.0,Naive (last week),8,2011-11-06
21981,2011-11-20,82.0,2,97.0,Naive (last week),8,2011-11-06
21981,2011-11-27,53.0,3,97.0,Naive (last week),8,2011-11-06
21981,2011-12-04,13.0,4,97.0,Naive (last week),8,2011-11-06
21982,2011-11-13,71.0,1,613.0,Naive (last week),8,2011-11-06
21982,2011-11-20,166.0,2,613.0,Naive (last week),8,2011-11-06
21982,2011-11-27,97.0,3,613.0,Naive (last week),8,2011-11-06
